Chemical	Term	GOID	Bonferroni
C56531	rhythmic process	GO:0048511	1.870752926980135e-05
C56531	positive regulation of blood vessel endothelial cell migration	GO:0043536	1.9692147052219333e-05
C56531	cytokine-mediated signaling pathway	GO:0019221	2.7483878502820854e-05
C56531	positive regulation of angiogenesis	GO:0045766	4.436595319057268e-05
C56531	intracellular signal transduction	GO:0035556	4.7509362058328903e-05
C56531	apoptotic process	GO:0006915	5.918645519331635e-05
C56531	positive regulation of apoptotic process	GO:0043065	6.33509485084005e-05
C56531	cellular response to UV	GO:0034644	6.462053148892366e-05
C56531	canonical Wnt signaling pathway	GO:0060070	0.0001273711404722322
C56531	peptidyl-tyrosine phosphorylation	GO:0018108	0.00017758687641633578
C56531	positive regulation of neuron death	GO:1901216	0.00024138301860421318
C56531	cellular response to insulin stimulus	GO:0032869	0.0002927280451192616
C56531	cellular response to hydrogen peroxide	GO:0070301	0.00031887355357884667
C56531	negative regulation of cell proliferation	GO:0008285	0.0004540154595917834
C56531	cellular response to epidermal growth factor stimulus	GO:0071364	0.00047526927095087323
C56531	epithelial to mesenchymal transition	GO:0001837	0.0005391956421546551
C56531	protein destabilization	GO:0031648	0.0007746312510892307
C56531	insulin-like growth factor receptor signaling pathway	GO:0048009	0.0009637471107791783
C56531	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.0010884391093242132
C56531	Ras protein signal transduction	GO:0007265	0.0012325726024662311
C56531	cellular response to oxidative stress	GO:0034599	0.0013293115235306632
C56531	response to xenobiotic stimulus	GO:0009410	0.001675571970132017
C56531	positive regulation of erythrocyte differentiation	GO:0045648	0.002208626983709605
C56531	regulation of transcription, DNA-templated	GO:0006355	0.0025074035369397896
C56531	transforming growth factor beta receptor signaling pathway	GO:0007179	0.0027003478168626804
C56531	wound healing	GO:0042060	0.003082668389638221
C56531	protein import into nucleus	GO:0006606	0.003290161475812403
C56531	positive regulation of endothelial cell migration	GO:0010595	0.00387621379896852
C56531	peptidyl-threonine phosphorylation	GO:0018107	0.0050028650911101424
C56531	negative regulation of neuron apoptotic process	GO:0043524	0.0052085345701226035
C56531	cellular response to cadmium ion	GO:0071276	0.0057612322420399495
C56531	cellular response to DNA damage stimulus	GO:0006974	0.006025492265180121
C56531	cellular response to nerve growth factor stimulus	GO:1990090	0.006509217434395254
C56531	protein stabilization	GO:0050821	0.006630500823471275
C56531	negative regulation of protein binding	GO:0032091	0.007461846695652641
C56531	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.008098153185975399
C56531	cell differentiation	GO:0030154	0.008558041439955977
C90471	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.079876756597662e-19
C90471	cellular senescence	GO:0090398	1.0469403122215226e-11
C90471	positive regulation of transcription, DNA-templated	GO:0045893	1.8007373370210192e-11
C90471	cellular response to DNA damage stimulus	GO:0006974	2.093880624443045e-11
C90471	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	2.49590570433611e-10
C90471	Fc-epsilon receptor signaling pathway	GO:0038095	4.987623647423334e-10
C90471	protein phosphorylation	GO:0006468	5.532032609778527e-10
C90471	positive regulation of NF-kappaB transcription factor activity	GO:0051092	7.720556638446396e-09
C90471	tumor necrosis factor-mediated signaling pathway	GO:0033209	2.825503409020769e-08
C90471	I-kappaB kinase/NF-kappaB signaling	GO:0007249	7.501745835636343e-08
C90471	regulation of apoptotic process	GO:0042981	8.980172006012312e-08
C90471	response to drug	GO:0042493	1.1040089675784516e-07
C90471	apoptotic process	GO:0006915	1.566746055114976e-07
C90471	MAPK cascade	GO:0000165	1.9231140058195703e-07
C90471	regulation of cell cycle	GO:0051726	4.508733287833522e-07
C90471	cellular response to tumor necrosis factor	GO:0071356	7.976846541080106e-07
C90471	negative regulation of apoptotic process	GO:0043066	7.193579964370755e-06
C90471	protein autophosphorylation	GO:0046777	8.289519700888093e-06
C90471	peptidyl-serine phosphorylation	GO:0018105	8.289519700888093e-06
C90471	double-strand break repair	GO:0006302	1.0936946672313043e-05
C90471	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	2.350058478184369e-05
C90471	cellular response to gamma radiation	GO:0071480	2.7628294853032642e-05
C90471	striated muscle cell differentiation	GO:0051146	3.372044534033502e-05
C90471	positive regulation of gene expression	GO:0010628	4.4338591621784225e-05
C90471	heart development	GO:0007507	5.6701219761645654e-05
C90471	positive regulation of cell proliferation	GO:0008284	9.103820273603791e-05
C90471	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	9.458130676720522e-05
C90471	signal transduction	GO:0007165	0.00010692860362515601
C90471	insulin receptor signaling pathway	GO:0008286	0.00014290961893714818
C90471	negative regulation of transcription, DNA-templated	GO:0045892	0.00022603723265102182
C90471	neuron apoptotic process	GO:0051402	0.00031476047823586484
C90471	rhythmic process	GO:0048511	0.000377979561530295
C90471	telomere maintenance	GO:0000723	0.001494000125380146
C90471	response to xenobiotic stimulus	GO:0009410	0.0015063853325630874
C90471	transcription from RNA polymerase II promoter	GO:0006366	0.0016234477320682394
C90471	intracellular signal transduction	GO:0035556	0.0020069307729688735
C90471	regulation of cellular response to heat	GO:1900034	0.0020176010190965377
C90471	peptidyl-tyrosine phosphorylation	GO:0018108	0.0021125095633997004
C90471	aging	GO:0007568	0.002208084814646627
C90471	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	GO:0070059	0.0023062801891181595
C90471	negative regulation of cell proliferation	GO:0008285	0.002619889460186764
C90471	cellular response to reactive oxygen species	GO:0034614	0.003517995851986977
C90471	positive regulation of apoptotic process	GO:0043065	0.0036181253175006094
C90471	protein catabolic process	GO:0030163	0.004137172157625546
C90471	stress-activated MAPK cascade	GO:0051403	0.004461113157692821
C90471	T cell receptor signaling pathway	GO:0050852	0.004864348566788634
C90471	cellular response to cadmium ion	GO:0071276	0.0051805784196814475
C90471	apoptotic signaling pathway	GO:0097190	0.006710373240132683
C90471	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.007282833466132677
C90471	positive regulation of JUN kinase activity	GO:0043507	0.0074028917114051795
C90471	interleukin-1-mediated signaling pathway	GO:0070498	0.008598767065651436
C90471	protein polyubiquitination	GO:0000209	0.008752305114141823
C90471	innate immune response	GO:0045087	0.00931108637014155
CNOCAS47353	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	2.0147197154652418e-17
CNOCAS47353	positive regulation of transcription, DNA-templated	GO:0045893	4.5335157804106614e-14
CNOCAS47353	negative regulation of apoptotic process	GO:0043066	1.7792656237247684e-10
CNOCAS47353	regulation of cell cycle	GO:0051726	1.9639967430151732e-09
CNOCAS47353	positive regulation of protein phosphorylation	GO:0001934	5.714315687299632e-09
CNOCAS47353	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	5.9428983956166795e-09
CNOCAS47353	positive regulation of gene expression	GO:0010628	1.1574047165119339e-08
CNOCAS47353	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	4.9489541242842e-08
CNOCAS47353	response to drug	GO:0042493	5.207275255436628e-08
CNOCAS47353	insulin-like growth factor receptor signaling pathway	GO:0048009	7.405683856154255e-07
CNOCAS47353	negative regulation of transcription, DNA-templated	GO:0045892	7.646431419150445e-07
CNOCAS47353	canonical Wnt signaling pathway	GO:0060070	8.328093745735288e-07
CNOCAS47353	transforming growth factor beta receptor signaling pathway	GO:0007179	1.125413352287552e-06
CNOCAS47353	protein phosphorylation	GO:0006468	2.673326142454968e-06
CNOCAS47353	positive regulation of ERK1 and ERK2 cascade	GO:0070374	2.7351960310006973e-06
CNOCAS47353	Wnt signaling pathway	GO:0016055	5.5428509521116e-06
CNOCAS47353	apoptotic process	GO:0006915	8.037664832150071e-06
CNOCAS47353	MAPK cascade	GO:0000165	1.160940670763555e-05
CNOCAS47353	positive regulation of cell migration	GO:0030335	1.5292585467618913e-05
CNOCAS47353	protein import into nucleus	GO:0006606	2.8504922924277306e-05
CNOCAS47353	intracellular signal transduction	GO:0035556	2.9238758844196692e-05
CNOCAS47353	thymus development	GO:0048538	3.180433195237864e-05
CNOCAS47353	negative regulation of cell proliferation	GO:0008285	4.090941178491736e-05
CNOCAS47353	rhythmic process	GO:0048511	4.4534175258958975e-05
CNOCAS47353	transcription from RNA polymerase II promoter	GO:0006366	6.107275875599781e-05
CNOCAS47353	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	9.310629538261672e-05
CNOCAS47353	trachea formation	GO:0060440	9.640448034298199e-05
CNOCAS47353	adenylate cyclase-activating adrenergic receptor signaling pathway	GO:0071880	0.00013028462242015149
CNOCAS47353	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0043154	0.0004200423953176768
CNOCAS47353	peptidyl-tyrosine phosphorylation	GO:0018108	0.0004550223956995003
CNOCAS47353	positive regulation of neuron death	GO:1901216	0.00047284805924052714
CNOCAS47353	positive regulation of protein serine/threonine kinase activity	GO:0071902	0.0005126503372808734
CNOCAS47353	regulation of stress-activated MAPK cascade	GO:0032872	0.0005702898865820316
CNOCAS47353	Bergmann glial cell differentiation	GO:0060020	0.0008918759415428301
CNOCAS47353	negative regulation of gene expression	GO:0010629	0.0010100861061620448
CNOCAS47353	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	0.00136875574109252
CNOCAS47353	regulation of cell proliferation	GO:0042127	0.0014534863546971089
CNOCAS47353	protein destabilization	GO:0031648	0.0015104168748496516
CNOCAS47353	thyroid gland development	GO:0030878	0.0017117618631733444
CNOCAS47353	regulation of Golgi inheritance	GO:0090170	0.0019010560420422704
CNOCAS47353	ERK1 and ERK2 cascade	GO:0070371	0.0021188878821978285
CNOCAS47353	cellular response to DNA damage stimulus	GO:0006974	0.002167068271111128
CNOCAS47353	positive regulation of cell proliferation	GO:0008284	0.002537143642672768
CNOCAS47353	positive regulation of peptidyl-serine phosphorylation	GO:0033138	0.0028236289897149987
CNOCAS47353	negative regulation of insulin secretion	GO:0046676	0.0028596579976332137
CNOCAS47353	response to xenobiotic stimulus	GO:0009410	0.004539743053274203
CNOCAS47353	cellular response to dopamine	GO:1903351	0.0047966371441599
CNOCAS47353	negative regulation of neuron death	GO:1901215	0.005236543357777568
CNOCAS47353	SMAD protein signal transduction	GO:0060395	0.005739577550126551
CNOCAS47353	macromolecular complex assembly	GO:0065003	0.00850672373729
CNOCAS47353	dopamine uptake involved in synaptic transmission	GO:0051583	0.009386794297812641
CNOCAS47353	peptidyl-threonine phosphorylation	GO:0018107	0.009646221621766428
C98293	positive regulation of transcription, DNA-templated	GO:0045893	2.213940023035005e-22
C98293	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	3.646640999706032e-21
C98293	positive regulation of gene expression	GO:0010628	3.1377655363187892e-18
C98293	protein phosphorylation	GO:0006468	3.4591431816169923e-15
C98293	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.9170165857388615e-14
C98293	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	4.556355293061641e-13
C98293	response to drug	GO:0042493	6.834532939592465e-13
C98293	negative regulation of apoptotic process	GO:0043066	2.3465229759267462e-11
C98293	peptidyl-serine phosphorylation	GO:0018105	6.499640825552433e-10
C98293	positive regulation of apoptotic process	GO:0043065	1.2238370317163572e-09
C98293	rhythmic process	GO:0048511	9.64831015082268e-09
C98293	regulation of cell cycle	GO:0051726	1.084298639764114e-08
C98293	negative regulation of transcription, DNA-templated	GO:0045892	1.878813082889508e-08
C98293	apoptotic process	GO:0006915	3.040638096862836e-08
C98293	protein ubiquitination	GO:0016567	8.07217540588212e-08
C98293	transforming growth factor beta receptor signaling pathway	GO:0007179	1.5329560043575438e-07
C98293	cellular response to hydrogen peroxide	GO:0070301	2.176033037093461e-07
C98293	negative regulation of cell proliferation	GO:0008285	2.4341550608486534e-07
C98293	cellular senescence	GO:0090398	4.860586512167586e-07
C98293	regulation of transcription from RNA polymerase II promoter	GO:0006357	1.025427736833784e-06
C98293	negative regulation of gene expression	GO:0010629	1.0733368511761654e-06
C98293	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	1.264576883430735e-06
C98293	ubiquitin-dependent protein catabolic process	GO:0006511	2.766467483206192e-06
C98293	peptidyl-threonine phosphorylation	GO:0018107	4.639056511157591e-06
C98293	response to xenobiotic stimulus	GO:0009410	5.706962708518227e-06
C98293	transcription from RNA polymerase II promoter	GO:0006366	6.263112437232542e-06
C98293	regulation of circadian rhythm	GO:0042752	7.502992456498436e-05
C98293	cellular response to hypoxia	GO:0071456	7.928037643545327e-05
C98293	negative regulation of canonical Wnt signaling pathway	GO:0090090	8.943198924282747e-05
C98293	aging	GO:0007568	9.437089508712582e-05
C98293	cellular response to tumor necrosis factor	GO:0071356	9.492044638981234e-05
C98293	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.00022054051948150463
C98293	cellular response to DNA damage stimulus	GO:0006974	0.0002837877607203554
C98293	epithelial to mesenchymal transition	GO:0001837	0.00030909064599682345
C98293	regulation of transcription, DNA-templated	GO:0006355	0.0005784407608806497
C98293	cellular response to organic cyclic compound	GO:0071407	0.0006255070351489643
C98293	intracellular signal transduction	GO:0035556	0.0007646525422423389
C98293	cellular response to UV	GO:0034644	0.0009566435903090034
C98293	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.0009842698866572297
C98293	I-kappaB kinase/NF-kappaB signaling	GO:0007249	0.0011693976652007445
C98293	positive regulation of protein localization to nucleus	GO:1900182	0.0013835013054641634
C98293	positive regulation of neuron apoptotic process	GO:0043525	0.0014194208772856376
C98293	response to estradiol	GO:0032355	0.002895459449394289
C98293	cellular response to cadmium ion	GO:0071276	0.0036210672188473625
C98293	neuron apoptotic process	GO:0051402	0.004004700976727228
C98293	positive regulation of neuron death	GO:1901216	0.004612615180221824
C98293	regulation of apoptotic process	GO:0042981	0.006254691908914367
C98293	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.0062947175793017784
C98293	MAPK cascade	GO:0000165	0.00706848901770607
C98293	response to hypoxia	GO:0001666	0.007370738587797131
C98293	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.007969045730501945
C98293	SMAD protein complex assembly	GO:0007183	0.008364463581259196
C98293	Fc-epsilon receptor signaling pathway	GO:0038095	0.009602186811432987
C120321	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.756733656402566e-18
C120321	peptidyl-tyrosine phosphorylation	GO:0018108	2.37698749572246e-13
C120321	protein autophosphorylation	GO:0046777	4.75397499144492e-13
C120321	protein phosphorylation	GO:0006468	1.0934142480323317e-11
C120321	intracellular signal transduction	GO:0035556	1.4808632098350927e-10
C120321	insulin receptor signaling pathway	GO:0008286	2.0822410462528748e-10
C120321	positive regulation of transcription, DNA-templated	GO:0045893	2.814590893684965e-09
C120321	insulin-like growth factor receptor signaling pathway	GO:0048009	6.075580039066608e-09
C120321	response to drug	GO:0042493	1.603777222136671e-08
C120321	negative regulation of cell proliferation	GO:0008285	2.2944346977915586e-08
C120321	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	2.3133792881324663e-08
C120321	negative regulation of apoptotic process	GO:0043066	2.7013036363321422e-08
C120321	positive regulation of protein phosphorylation	GO:0001934	2.8544529295793097e-08
C120321	rhythmic process	GO:0048511	3.3270931121265335e-08
C120321	regulation of cell cycle	GO:0051726	7.253329536993648e-08
C120321	positive regulation of ERK1 and ERK2 cascade	GO:0070374	8.038258292319965e-08
C120321	aging	GO:0007568	1.427525885278058e-07
C120321	epidermal growth factor receptor signaling pathway	GO:0007173	5.821435595798619e-07
C120321	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.2731809613253375e-06
C120321	positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	1.8840688739141243e-06
C120321	peptidyl-tyrosine autophosphorylation	GO:0038083	3.9233045354691845e-06
C120321	positive regulation of apoptotic process	GO:0043065	1.0321440203076016e-05
C120321	signal transduction	GO:0007165	1.0724977363318901e-05
C120321	peptidyl-serine phosphorylation	GO:0018105	1.2716001959178767e-05
C120321	positive regulation of cell proliferation	GO:0008284	2.3851819898612625e-05
C120321	T cell receptor signaling pathway	GO:0050852	2.7544534614953875e-05
C120321	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	3.248238712794116e-05
C120321	cytokine-mediated signaling pathway	GO:0019221	3.6877627883402646e-05
C120321	negative regulation of neuron apoptotic process	GO:0043524	4.425101011140686e-05
C120321	positive regulation of MAPK cascade	GO:0043410	4.6983178461301727e-05
C120321	positive regulation of cell migration	GO:0030335	6.118385708631102e-05
C120321	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	6.198283961766915e-05
C120321	positive regulation of gene expression	GO:0010628	7.591478224955317e-05
C120321	transcription from RNA polymerase II promoter	GO:0006366	0.0002598921895133888
C120321	Fc-epsilon receptor signaling pathway	GO:0038095	0.0003294682752170708
C120321	Wnt signaling pathway	GO:0016055	0.0003348155822022747
C120321	negative regulation of gene expression	GO:0010629	0.00043409074987077467
C120321	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0007330833970567996
C120321	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO:0032436	0.0007390852536365289
C120321	protein destabilization	GO:0031648	0.0009341191991366627
C120321	cellular response to DNA damage stimulus	GO:0006974	0.0009937742265720972
C120321	MAPK cascade	GO:0000165	0.0012818529974171213
C120321	tumor necrosis factor-mediated signaling pathway	GO:0033209	0.0013119720679851676
C120321	interleukin-6-mediated signaling pathway	GO:0070102	0.0018886801890984906
C120321	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	0.0022014584508739388
C120321	response to xenobiotic stimulus	GO:0009410	0.0022206177653172343
C120321	positive regulation of GTPase activity	GO:0043547	0.0024518369838992804
C120321	positive regulation of neuron apoptotic process	GO:0043525	0.002963286982406555
C120321	apoptotic process	GO:0006915	0.0030152257459643557
C120321	protein import into nucleus	GO:0006606	0.0040578793019429025
C120321	cellular response to reactive oxygen species	GO:0034614	0.004588135519903558
C120321	response to cocaine	GO:0042220	0.004588135519903558
C120321	peptidyl-threonine phosphorylation	GO:0018107	0.006015147481993943
C120321	T cell costimulation	GO:0031295	0.00675213884240089
C120321	cellular response to nerve growth factor stimulus	GO:1990090	0.00762730054941807
C120321	cellular response to hydrogen peroxide	GO:0070301	0.007669340919174593
C120321	protein ubiquitination	GO:0016567	0.008882264022545439
C10540291	protein phosphorylation	GO:0006468	5.42121375470335e-21
C10540291	peptidyl-serine phosphorylation	GO:0018105	6.962726175043372e-19
C10540291	protein autophosphorylation	GO:0046777	1.3503482684247503e-14
C10540291	negative regulation of apoptotic process	GO:0043066	2.311484337269576e-13
C10540291	intracellular signal transduction	GO:0035556	6.934453011808728e-13
C10540291	positive regulation of transcription, DNA-templated	GO:0045893	2.542632770996533e-11
C10540291	insulin-like growth factor receptor signaling pathway	GO:0048009	6.032974120273592e-11
C10540291	peptidyl-tyrosine phosphorylation	GO:0018108	9.453970939432566e-11
C10540291	signal transduction	GO:0007165	2.2745005878732627e-10
C10540291	cytokine-mediated signaling pathway	GO:0019221	3.1921598697692843e-10
C10540291	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	4.128311026363463e-10
C10540291	tumor necrosis factor-mediated signaling pathway	GO:0033209	7.889096043101062e-10
C10540291	insulin receptor signaling pathway	GO:0008286	6.335316271588454e-09
C10540291	apoptotic process	GO:0006915	2.6474123226982726e-08
C10540291	positive regulation of cell migration	GO:0030335	3.992737049873796e-07
C10540291	cellular response to hydrogen peroxide	GO:0070301	5.424763332984028e-07
C10540291	positive regulation of apoptotic process	GO:0043065	8.008943300774619e-07
C10540291	positive regulation of gene expression	GO:0010628	1.0636592328028274e-06
C10540291	response to drug	GO:0042493	1.562327114235096e-06
C10540291	Fc-gamma receptor signaling pathway involved in phagocytosis	GO:0038096	2.488141750189854e-06
C10540291	cellular response to reactive oxygen species	GO:0034614	2.784549309020612e-06
C10540291	positive regulation of protein phosphorylation	GO:0001934	4.107027463562396e-06
C10540291	Fc-epsilon receptor signaling pathway	GO:0038095	4.587736451067137e-06
C10540291	cellular response to cadmium ion	GO:0071276	4.894090580909172e-06
C10540291	positive regulation of peptidyl-tyrosine phosphorylation	GO:0050731	5.244001538118327e-06
C10540291	regulation of cell cycle	GO:0051726	5.7293185903306565e-06
C10540291	transmembrane receptor protein tyrosine kinase signaling pathway	GO:0007169	6.392428576917908e-06
C10540291	peptidyl-threonine phosphorylation	GO:0018107	1.0398552128809689e-05
C10540291	epidermal growth factor receptor signaling pathway	GO:0007173	1.8040105568162268e-05
C10540291	integrin-mediated signaling pathway	GO:0007229	1.9362400831779425e-05
C10540291	rhythmic process	GO:0048511	2.0016581018356128e-05
C10540291	aging	GO:0007568	2.082729656627258e-05
C10540291	positive regulation of phosphatidylinositol 3-kinase signaling	GO:0014068	3.6518061964141424e-05
C10540291	I-kappaB kinase/NF-kappaB signaling	GO:0007249	8.681648761443839e-05
C10540291	positive regulation of cell proliferation	GO:0008284	0.0001152833235655848
C10540291	stimulatory C-type lectin receptor signaling pathway	GO:0002223	0.00022932028861311069
C10540291	positive regulation of neuron death	GO:1901216	0.00025349607005353825
C10540291	positive regulation of protein import into nucleus	GO:0042307	0.00025349607005353825
C10540291	cellular response to insulin stimulus	GO:0032869	0.0003127487389662509
C10540291	T cell receptor signaling pathway	GO:0050852	0.00038615704228150966
C10540291	positive regulation of NF-kappaB transcription factor activity	GO:0051092	0.0005279006885385852
C10540291	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	0.000589752196483162
C10540291	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	0.0008131688149782822
C10540291	vascular endothelial growth factor receptor signaling pathway	GO:0048010	0.0011978745971307214
C10540291	cellular response to oxidative stress	GO:0034599	0.0014070312337566284
C10540291	positive regulation of phosphatidylinositol 3-kinase activity	GO:0043552	0.0016776407784075964
C10540291	regulation of apoptotic process	GO:0042981	0.0016839671033764825
C10540291	response to xenobiotic stimulus	GO:0009410	0.0018159339643103454
C10540291	positive regulation of telomerase activity	GO:0051973	0.002297307008810145
C10540291	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.002321178823609493
C10540291	positive regulation of neuron apoptotic process	GO:0043525	0.0025824451292746358
C10540291	negative regulation of neuron death	GO:1901215	0.0028366318444328353
C10540291	cellular response to angiotensin	GO:1904385	0.0030701314246107674
C10540291	long-term synaptic potentiation	GO:0060291	0.003724216956333848
C10540291	inflammatory response	GO:0006954	0.005757753500435725
C10540291	positive regulation of MAPK cascade	GO:0043410	0.0058162543261022215
C10540291	cellular response to nerve growth factor stimulus	GO:1990090	0.006767665839720549
C10540291	regulation of cell proliferation	GO:0042127	0.006986515730115661
C10540291	JAK-STAT cascade	GO:0007259	0.007621629106734141
C10540291	T cell differentiation	GO:0030217	0.007621629106734141
C10540291	positive regulation of ERK1 and ERK2 cascade	GO:0070374	0.00985558723612856
C7378996	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	7.021773928886715e-26
C7378996	positive regulation of gene expression	GO:0010628	6.899576871247272e-19
C7378996	positive regulation of transcription, DNA-templated	GO:0045893	5.526393898252437e-16
C7378996	cellular response to tumor necrosis factor	GO:0071356	7.557843240135753e-12
C7378996	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	1.9218515667773766e-11
C7378996	protein neddylation	GO:0045116	4.580053003522266e-10
C7378996	protein phosphorylation	GO:0006468	1.2358153389513404e-09
C7378996	negative regulation of apoptotic process	GO:0043066	3.3589214742946187e-09
C7378996	peptidyl-serine phosphorylation	GO:0018105	3.712628537932972e-09
C7378996	cellular response to DNA damage stimulus	GO:0006974	8.032691733994568e-09
C7378996	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	2.946846222595667e-08
C7378996	negative regulation of gene expression	GO:0010629	5.238643330240933e-08
C7378996	positive regulation of apoptotic process	GO:0043065	1.093397440365962e-07
C7378996	positive regulation of NF-kappaB transcription factor activity	GO:0051092	2.2352491635402321e-07
C7378996	apoptotic process	GO:0006915	3.2743054845241204e-07
C7378996	cellular response to hydrogen peroxide	GO:0070301	6.519827491224818e-07
C7378996	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	9.374023129948841e-07
C7378996	cellular response to reactive oxygen species	GO:0034614	3.16717441029013e-06
C7378996	I-kappaB kinase/NF-kappaB signaling	GO:0007249	3.5177718696877136e-06
C7378996	protein ubiquitination	GO:0016567	5.2726238853884055e-06
C7378996	positive regulation of protein phosphorylation	GO:0001934	5.308116409308283e-06
C7378996	cellular response to cadmium ion	GO:0071276	5.564316617689968e-06
C7378996	regulation of cell cycle	GO:0051726	7.759396594031465e-06
C7378996	negative regulation of canonical Wnt signaling pathway	GO:0090090	1.814277463241254e-05
C7378996	rhythmic process	GO:0048511	2.3332519681229513e-05
C7378996	transcription from RNA polymerase II promoter	GO:0006366	2.577098932565747e-05
C7378996	regulation of protein neddylation	GO:2000434	2.900121315263515e-05
C7378996	Wnt signaling pathway	GO:0016055	2.9081177779555212e-05
C7378996	cellular response to UV	GO:0034644	7.769036733862311e-05
C7378996	negative regulation of neuron death	GO:1901215	0.00013823463927209456
C7378996	response to muscle stretch	GO:0035994	0.0001463963809537061
C7378996	canonical Wnt signaling pathway	GO:0060070	0.0001582467357819084
C7378996	inflammatory response	GO:0006954	0.0001633041179560646
C7378996	mammary gland epithelial cell proliferation	GO:0033598	0.0003803550190306648
C7378996	regulation of transcription from RNA polymerase II promoter	GO:0006357	0.0004052303681267855
C7378996	intracellular signal transduction	GO:0035556	0.000504511087201176
C7378996	negative regulation of neuron apoptotic process	GO:0043524	0.0005637079635647524
C7378996	negative regulation of cell proliferation	GO:0008285	0.0006739076952165801
C7378996	positive regulation of sequence-specific DNA binding transcription factor activity	GO:0051091	0.0007150674213886044
C7378996	insulin-like growth factor receptor signaling pathway	GO:0048009	0.0010764637391914578
C7378996	cellular response to organic cyclic compound	GO:0071407	0.0012585884591754806
C7378996	response to drug	GO:0042493	0.0016061883645730466
C7378996	regulation of cellular response to heat	GO:1900034	0.002416647303669972
C7378996	intrinsic apoptotic signaling pathway	GO:0097193	0.0024646397906368245
C7378996	positive regulation of I-kappaB kinase/NF-kappaB signaling	GO:0043123	0.00274364019464024
C7378996	positive regulation of protein neddylation	GO:2000436	0.0033574867142063263
C7378996	regulation of circadian rhythm	GO:0042752	0.003746765421691722
C7378996	insulin receptor signaling pathway	GO:0008286	0.004095844322710152
C7378996	macromolecular complex assembly	GO:0065003	0.004574338992260341
C7378996	stress-activated MAPK cascade	GO:0051403	0.005339502130742746
C7378996	peptidyl-threonine phosphorylation	GO:0018107	0.005766883075226437
C7378996	in utero embryonic development	GO:0001701	0.006691575326788435
C7378996	ubiquitin-dependent protein catabolic process	GO:0006511	0.008350885371918415
C7378996	negative regulation of protein binding	GO:0032091	0.008592217858836126
C3697425	positive regulation of transcription, DNA-templated	GO:0045893	2.9418169725469887e-24
C3697425	positive regulation of transcription from RNA polymerase II promoter	GO:0045944	1.4497770861992717e-20
C3697425	protein phosphorylation	GO:0006468	9.562368516607567e-14
C3697425	positive regulation of gene expression	GO:0010628	2.1505019986989277e-13
C3697425	negative regulation of apoptotic process	GO:0043066	2.1505019986989277e-13
C3697425	regulation of cell cycle	GO:0051726	6.666556195966678e-12
C3697425	transforming growth factor beta receptor signaling pathway	GO:0007179	7.956857395186034e-12
C3697425	negative regulation of transcription from RNA polymerase II promoter	GO:0000122	8.817058194665606e-12
C3697425	response to drug	GO:0042493	1.6988965789721533e-11
C3697425	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	GO:1902895	1.9956658547926054e-10
C3697425	apoptotic process	GO:0006915	6.778382299899022e-10
